FID,District,County,Route,Direction,Accidents,Lanes,Access1,Limited,AccessNum,AccessType,RoadWidth,LaneWidth,InnerShoulderWidth,InnerShoulderTreatedWidth,OuterShoulderWidth,OuterShoulderTreatedWidth,DesignSpeedLimit,InnerMedianWidth,Terrain,Barrier,Surface
227,7,LA,60,W,6,1,2,1,1,buffer,48,12,8,8,8,8,70,15,Rolling,Concrete Barrier,Concrete
228,7,LA,60,W,56,2,2,1,3,mix,78,11.1,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
229,7,LA,60,W,0,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
230,7,LA,60,W,0,1,1,0,2,mix,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
231,7,LA,60,W,0,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
232,7,LA,60,W,0,1,2,1,2,mix,78,11.1,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
233,7,LA,60,W,86,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
234,7,LA,60,W,0,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
235,7,LA,60,W,1,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
236,7,LA,60,W,4,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
237,7,LA,60,W,11,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
238,7,LA,60,W,12,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Rolling,Concrete Barrier,Base & Surface
239,7,LA,60,W,15,1,2,1,1,buffer,56,11.2,5,5,8,8,70,6,Rolling,Concrete Barrier,Concrete
240,7,LA,60,W,19,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
241,7,LA,60,W,30,1,2,1,2,mix,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
242,7,LA,60,W,71,1,2,1,1,buffer,48,12,8,8,8,8,70,15,Rolling,Concrete Barrier,Concrete
243,7,LA,60,W,0,1,2,1,1,buffer,74,12.3,8,8,10,10,70,18,Rolling,Concrete Barrier,Base & Surface
244,7,LA,60,W,0,1,2,1,1,buffer,48,12,8,8,8,8,70,22,Rolling,Concrete Barrier,Concrete
245,7,LA,60,W,65,1,1,0,2,mix,56,11.2,2,2,10,10,70,18,Rolling,Concrete Barrier,Base & Surface
246,7,LA,60,W,8,1,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Bridge Deck
247,7,LA,60,W,0,1,2,1,1,buffer,56,11.2,2,2,10,10,70,18,Rolling,Concrete Barrier,Base & Surface
248,7,LA,60,W,0,1,2,1,1,buffer,78,11.1,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
249,7,LA,91,E,0,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
250,7,LA,91,E,10,1,2,1,1,buffer,57,11.4,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
251,7,LA,91,E,29,1,2,1,2,mix,71,11.8,3,3,8,8,70,7,Flat,Concrete Barrier,Bridge Deck
252,7,LA,91,E,2,1,2,1,1,buffer,59,11.8,3,3,10,10,70,7,Flat,Bridge barrier,Concrete
253,7,LA,91,E,4,1,2,1,1,buffer,58,11.6,3,3,10,10,70,7,Flat,Concrete Barrier,Bridge Deck
254,7,LA,91,E,0,1,2,1,1,buffer,57,11.4,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
255,7,LA,91,E,36,1,2,1,1,buffer,71,11.8,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
256,7,LA,91,E,36,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
257,7,LA,91,E,88,1,2,1,4,mix,68,11.3,2,2,2,2,70,6,Flat,Concrete Barrier,Bridge Deck
258,7,LA,91,E,5,1,2,1,1,buffer,68,11.3,2,2,2,2,70,6,Flat,Concrete Barrier,Bridge Deck
259,7,LA,91,E,8,1,2,1,1,buffer,59,11.8,3,3,10,10,70,19,Flat,Concrete Barrier,Concrete
260,7,LA,91,E,23,1,2,1,2,mix,60,12,8,8,0,0,70,99,Flat,Bridge barrier,Concrete
261,7,LA,91,E,26,1,2,1,2,mix,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
262,7,LA,91,E,29,1,2,1,1,buffer,67,11.2,2,2,9,9,70,6,Flat,Concrete Barrier,Concrete
263,7,LA,91,E,101,1,2,1,3,mix,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
264,7,LA,91,E,4,1,2,1,1,buffer,71,11.8,3,3,11,11,70,19,Flat,Concrete Barrier,Concrete
265,7,LA,91,E,14,1,2,1,1,buffer,59,11.8,3,3,10,10,70,7,Flat,Bridge barrier,Concrete
266,7,LA,91,E,0,1,1,0,2,mix,59,11.8,3,3,10,10,70,19,Flat,Concrete Barrier,Concrete
267,7,LA,91,E,0,1,2,1,1,buffer,57,11.4,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
268,7,LA,91,E,1,1,2,1,2,mix,60,12,8,8,0,0,70,99,Flat,Bridge barrier,Concrete
269,7,LA,91,E,3,1,2,1,1,buffer,47,11.8,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
270,7,LA,91,E,19,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
271,7,LA,91,E,55,1,2,1,1,buffer,47,11.8,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
272,7,LA,91,E,6,1,2,1,3,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
273,7,LA,91,E,13,1,2,1,1,buffer,57,11.4,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
274,7,LA,91,E,23,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
275,7,LA,91,E,0,1,2,1,1,buffer,60,12,8,8,0,0,70,99,Flat,Bridge barrier,Concrete
276,7,LA,91,E,1,1,2,1,1,buffer,60,12,8,8,0,0,70,99,Flat,Bridge barrier,Concrete
277,7,LA,91,E,24,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
278,7,LA,91,E,3,1,2,1,1,buffer,60,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
279,7,LA,91,E,3,1,2,1,2,mix,83,11.9,3,3,11,11,70,7,Flat,Concrete Barrier,Concrete
280,7,LA,91,E,9,1,2,1,1,buffer,67,11.2,2,2,9,9,70,6,Flat,Concrete Barrier,Concrete
281,7,LA,91,E,31,1,2,1,1,buffer,67,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
282,7,LA,91,E,1,1,2,1,1,buffer,59,11.8,3,3,10,10,70,7,Flat,Bridge barrier,Concrete
283,7,LA,91,E,15,1,2,1,2,mix,60,12,2,2,10,10,70,99,Flat,Bridge barrier,Concrete
284,7,LA,91,E,17,1,2,1,1,buffer,68,11.3,2,2,2,2,70,6,Flat,Concrete Barrier,Bridge Deck
285,7,LA,91,E,52,1,2,1,1,buffer,57,11.4,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
286,7,LA,91,E,15,1,2,1,2,mix,71,11.8,3,3,11,11,70,19,Flat,Concrete Barrier,Concrete
287,7,LA,91,E,21,1,2,1,1,buffer,47,11.8,3,3,10,10,70,7,Flat,Concrete Barrier,Concrete
288,7,LA,91,E,57,1,2,1,1,buffer,71,11.8,3,3,8,8,70,7,Flat,Concrete Barrier,Bridge Deck
289,7,LA,91,E,16,1,2,1,1,buffer,71,11.8,3,3,8,8,70,7,Flat,Concrete Barrier,Bridge Deck
290,7,LA,91,E,72,1,2,1,1,buffer,57,11.4,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
291,7,LA,91,E,2,1,2,1,2,mix,45,11.3,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
292,7,LA,91,W,11,1,2,1,1,buffer,60,12,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
293,7,LA,91,W,9,1,2,1,1,buffer,48,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
294,7,LA,91,W,13,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
295,7,LA,91,W,17,1,2,1,2,mix,60,12,2,2,8,8,70,7,Flat,Concrete Barrier,Concrete
296,7,LA,91,W,0,1,2,1,1,buffer,60,12,8,8,0,0,70,7,Flat,Bridge barrier,Concrete
297,7,LA,91,W,8,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
298,7,LA,91,W,10,1,2,1,1,buffer,57,11.4,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
299,7,LA,91,W,30,1,2,1,1,buffer,60,12,2,2,10,10,70,7,Flat,Concrete Barrier,Bridge Deck
300,7,LA,91,W,33,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
301,7,LA,91,W,2,1,2,1,1,buffer,60,12,8,8,0,0,70,7,Flat,Bridge barrier,Concrete
302,7,LA,91,W,4,1,2,1,1,buffer,68,11.3,2,2,8,8,70,7,Flat,Concrete Barrier,Concrete
303,7,LA,91,W,10,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
304,7,LA,91,W,23,1,2,1,1,buffer,84,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
305,7,LA,91,W,10,1,2,1,1,buffer,45,11.3,2,2,9,9,70,6,Flat,Concrete Barrier,Bridge Deck
306,7,LA,91,W,10,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
307,7,LA,91,W,0,1,1,0,2,mix,84,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
308,7,LA,91,W,7,1,2,1,1,buffer,60,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
309,7,LA,91,W,33,1,2,1,1,buffer,68,11.3,2,2,2,2,70,18,Flat,Concrete Barrier,Concrete
310,7,LA,91,W,44,1,2,1,1,buffer,60,12,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
311,7,LA,91,W,14,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
312,7,LA,91,W,25,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
313,7,LA,91,W,4,1,2,1,2,mix,57,11.4,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
314,7,LA,91,W,1,1,2,1,2,mix,60,12,2,2,10,10,70,6,Flat,Concrete Barrier,Bridge Deck
315,7,LA,91,W,20,1,2,1,1,buffer,60,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
316,7,LA,91,W,25,1,2,1,2,mix,84,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
317,7,LA,91,W,40,1,2,1,1,buffer,48,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
318,7,LA,91,W,3,1,2,1,2,mix,84,12,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
319,7,LA,91,W,8,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
320,7,LA,91,W,10,1,2,1,1,buffer,68,11.3,2,2,8,8,70,7,Flat,Concrete Barrier,Concrete
321,7,LA,91,W,12,1,1,0,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
322,7,LA,91,W,23,1,2,1,1,buffer,68,11.3,2,2,2,2,70,18,Flat,Concrete Barrier,Concrete
323,7,LA,91,W,0,1,2,1,1,buffer,68,11.3,2,2,2,2,70,18,Flat,Concrete Barrier,Concrete
324,7,LA,91,W,4,1,2,1,1,buffer,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
325,7,LA,91,W,89,1,2,1,3,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
326,7,LA,91,W,67,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
327,7,LA,91,W,17,1,2,1,1,buffer,60,12,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
328,7,LA,91,W,4,1,2,1,2,mix,56,11.2,2,2,10,10,70,6,Flat,Concrete Barrier,Concrete
329,7,LA,91,W,0,1,2,1,2,mix,57,11.4,2,2,10,10,70,7,Flat,Concrete Barrier,Concrete
330,7,LA,105,E,1,1,2,1,2,mix,52,13,8,8,9,9,70,99,Flat,Concrete Barrier,Concrete
331,7,LA,105,E,2,1,2,1,1,buffer,52,13,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
332,7,LA,105,E,3,1,2,1,1,buffer,52,13,10,10,9,9,70,56,Flat,Concrete Barrier,Concrete
333,7,LA,105,E,0,2,1,0,3,mix,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
334,7,LA,105,E,4,1,1,0,2,mix,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
335,7,LA,105,E,4,1,2,1,1,buffer,52,13,10,10,9,9,70,55,Flat,Concrete Barrier,Bridge Deck
336,7,LA,105,E,10,1,2,1,2,mix,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
337,7,LA,105,E,39,1,1,0,2,mix,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
338,7,LA,105,E,56,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
339,7,LA,105,E,1,1,2,1,1,buffer,64,12.8,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
340,7,LA,105,E,1,1,1,0,2,mix,64,12.8,10,10,10,10,70,40,Flat,Concrete Barrier,Concrete
341,7,LA,105,E,4,1,2,1,1,buffer,64,12.8,10,10,9,9,70,68,Flat,Concrete Barrier,Concrete
342,7,LA,105,E,0,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
343,7,LA,105,E,6,1,1,0,2,mix,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
344,7,LA,105,E,7,1,2,1,1,buffer,64,12.8,10,10,9,9,70,68,Flat,Concrete Barrier,Concrete
345,7,LA,105,E,7,1,2,1,1,buffer,64,16,10,10,10,10,70,58,Flat,Concrete Barrier,Concrete
346,7,LA,105,E,7,2,2,3,2,mix,72,12,10,10,10,10,70,46,Flat,Concrete Barrier,Concrete
347,7,LA,105,E,0,1,2,1,1,buffer,52,13,10,10,9,9,70,55,Flat,Concrete Barrier,Bridge Deck
348,7,LA,105,E,1,1,2,1,1,buffer,52,13,10,10,9,9,70,65,Flat,Concrete Barrier,Concrete
349,7,LA,105,E,1,1,2,1,1,buffer,52,13,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
350,7,LA,105,E,2,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
351,7,LA,105,E,13,1,2,1,3,mix,52,13,9,9,10,10,70,78,Flat,Concrete Barrier,Concrete
352,7,LA,105,E,35,1,2,1,1,buffer,76,12.7,9,9,10,10,70,68,Flat,Concrete Barrier,Concrete
353,7,LA,105,E,0,1,2,1,1,buffer,64,12.8,10,10,10,10,70,68,Flat,Concrete Barrier,Concrete
354,7,LA,105,E,0,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
355,7,LA,105,E,1,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
356,7,LA,105,E,11,1,2,1,2,mix,64,12.8,10,10,10,10,70,70,Flat,Concrete Barrier,Concrete
357,7,LA,105,E,66,1,2,1,1,buffer,52,13,10,10,9,9,70,65,Flat,Concrete Barrier,Concrete
358,7,LA,105,E,85,1,1,0,2,mix,52,13,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
359,7,LA,105,E,3,1,2,1,1,buffer,64,12.8,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
360,7,LA,105,E,4,1,2,1,1,buffer,64,12.8,10,10,10,10,70,68,Flat,Concrete Barrier,Concrete
361,7,LA,105,E,5,1,2,1,1,buffer,76,12.7,10,10,10,10,70,58,Flat,Concrete Barrier,Concrete
362,7,LA,105,E,60,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
363,7,LA,105,E,4,1,2,1,1,buffer,76,12.7,9,9,10,10,70,68,Flat,Concrete Barrier,Concrete
364,7,LA,105,E,13,1,2,1,1,buffer,76,12.7,10,10,10,10,70,58,Flat,Concrete Barrier,Concrete
365,7,LA,105,E,38,1,2,1,2,mix,64,12.8,10,10,10,10,70,40,Flat,Concrete Barrier,Concrete
366,7,LA,105,E,61,1,2,1,1,buffer,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
367,7,LA,105,E,0,1,2,1,1,buffer,52,13,10,10,9,9,70,55,Flat,Concrete Barrier,Bridge Deck
368,7,LA,105,E,1,1,2,1,1,buffer,64,12.8,10,10,9,9,70,56,Flat,Concrete Barrier,Concrete
369,7,LA,105,E,1,1,2,1,1,buffer,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
370,7,LA,105,E,3,1,1,0,3,mix,52,13,10,10,9,9,70,56,Flat,Concrete Barrier,Concrete
371,7,LA,105,E,4,1,2,1,1,buffer,52,13,10,10,9,9,70,65,Flat,Concrete Barrier,Concrete
372,7,LA,105,E,69,1,2,1,1,buffer,52,13,9,9,10,10,70,78,Flat,Concrete Barrier,Concrete
373,7,LA,105,E,1,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
374,7,LA,105,E,3,1,2,1,2,mix,52,13,10,10,9,9,70,55,Flat,Concrete Barrier,Bridge Deck
375,7,LA,105,E,4,1,2,1,2,mix,72,12,10,10,10,10,70,46,Flat,Concrete Barrier,Concrete
376,7,LA,105,E,1,1,2,1,1,buffer,24,4.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
377,7,LA,105,E,5,2,2,1,3,mix,52,13,8,8,9,9,70,90,Flat,Concrete Barrier,Bridge Deck
378,7,LA,105,E,86,1,2,1,3,mix,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
379,7,LA,105,E,1,1,2,1,2,mix,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
380,7,LA,105,W,14,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
381,7,LA,105,W,74,1,2,1,1,buffer,52,13,10,10,9,9,70,90,Flat,Concrete Barrier,Bridge Deck
382,7,LA,105,W,0,1,2,1,1,buffer,52,13,10,10,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
383,7,LA,105,W,1,1,1,0,2,mix,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Concrete
384,7,LA,105,W,76,1,2,1,1,buffer,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
385,7,LA,105,W,0,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
386,7,LA,105,W,22,1,2,1,2,mix,64,12.8,10,10,10,10,70,52,Flat,Concrete Barrier,Concrete
387,7,LA,105,W,0,1,2,1,1,buffer,76,12.7,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
388,7,LA,105,W,0,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
389,7,LA,105,W,2,1,2,1,2,mix,52,13,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
390,7,LA,105,W,2,1,2,1,1,buffer,52,13,10,10,10,10,70,55,Flat,Concrete Barrier,Concrete
391,7,LA,105,W,1,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
392,7,LA,105,W,1,1,2,1,1,buffer,64,12.8,10,10,9,9,70,56,Flat,Concrete Barrier,Concrete
393,7,LA,105,W,50,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
394,7,LA,105,W,0,2,1,0,3,mix,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
395,7,LA,105,W,2,1,2,1,1,buffer,64,12.8,10,10,9,9,70,58,Flat,Concrete Barrier,Concrete
396,7,LA,105,W,67,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
397,7,LA,105,W,0,1,2,1,2,mix,64,12.8,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
398,7,LA,105,W,0,1,2,1,2,mix,76,12.7,10,10,10,10,70,40,Flat,Concrete Barrier,Concrete
399,7,LA,105,W,6,1,2,1,1,buffer,64,12.8,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
400,7,LA,105,W,8,1,2,1,1,buffer,64,12.8,9,9,10,10,70,78,Flat,Concrete Barrier,Concrete
401,7,LA,105,W,11,1,2,1,1,buffer,76,12.7,10,10,10,10,70,70,Flat,Concrete Barrier,Concrete
402,7,LA,105,W,16,1,1,0,2,mix,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
403,7,LA,105,W,134,1,2,1,1,buffer,52,13,10,10,9,9,70,68,Flat,Concrete Barrier,Bridge Deck
404,7,LA,105,W,2,1,2,1,1,buffer,52,13,10,10,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
405,7,LA,105,W,3,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
406,7,LA,105,W,7,1,2,1,1,buffer,76,12.7,10,10,10,10,70,58,Flat,Concrete Barrier,Concrete
407,7,LA,105,W,8,2,2,1,2,mix,76,12.7,10,10,9,9,70,68,Flat,Concrete Barrier,Concrete
408,7,LA,105,W,0,1,2,1,2,mix,52,13,10,10,9,9,70,90,Flat,Concrete Barrier,Bridge Deck
409,7,LA,105,W,0,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
410,7,LA,105,W,0,1,2,1,1,buffer,64,12.8,10,10,10,10,70,68,Flat,Concrete Barrier,Concrete
411,7,LA,105,W,1,1,2,1,1,buffer,64,12.8,10,10,10,10,70,50,Flat,Concrete Barrier,Concrete
412,7,LA,105,W,43,1,2,1,1,buffer,52,13,10,10,9,9,70,68,Flat,Concrete Barrier,Concrete
413,7,LA,105,W,6,1,2,1,1,buffer,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
414,7,LA,105,W,1,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
415,7,LA,105,W,1,1,2,1,2,mix,72,12,10,10,10,10,70,46,Flat,Concrete Barrier,Concrete
416,7,LA,105,W,10,1,2,1,1,buffer,64,12.8,10,10,9,9,70,58,Flat,Concrete Barrier,Concrete
417,7,LA,105,W,0,1,2,1,1,buffer,52,13,10,10,9,9,70,68,Flat,Concrete Barrier,Concrete
418,7,LA,105,W,3,1,2,1,1,buffer,52,13,10,10,10,10,70,55,Flat,Concrete Barrier,Bridge Deck
419,7,LA,105,W,3,1,2,1,1,buffer,72,12,10,10,10,10,70,46,Flat,Concrete Barrier,Concrete
420,7,LA,105,W,0,1,2,1,2,mix,76,12.7,10,10,10,10,70,70,Flat,Concrete Barrier,Concrete
421,7,LA,105,W,3,1,2,1,1,buffer,76,12.7,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
422,7,LA,105,W,0,1,2,1,1,buffer,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Bridge Deck
423,7,LA,105,W,1,1,2,1,1,buffer,52,13,10,10,9,9,70,50,Flat,Concrete Barrier,Concrete
424,7,LA,105,W,34,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
425,7,LA,105,W,34,1,2,1,1,buffer,52,13,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
426,7,LA,105,W,6,1,2,1,3,mix,64,12.8,10,10,10,10,70,56,Flat,Concrete Barrier,Concrete
427,7,LA,105,W,27,1,2,1,2,mix,52,13,10,10,10,10,70,50,Flat,Concrete Barrier,Concrete
428,7,LA,105,W,50,1,2,1,4,mix,64,12.8,9,9,10,10,70,78,Flat,Concrete Barrier,Concrete
429,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,4,4,10,10,70,20,Flat,Concrete Barrier,Base & Surface
430,7,LA,118,E,0,1,2,1,1,buffer,58,11.6,3,3,10,10,70,6,Mountainous,Concrete Barrier,Concrete
431,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
432,7,LA,118,E,3,1,2,1,1,buffer,58,11.6,3,3,10,10,70,6,Mountainous,Concrete Barrier,Bridge Deck
433,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
434,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
435,7,LA,118,E,4,1,2,1,1,buffer,71,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
436,7,LA,118,E,33,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
437,7,LA,118,E,2,1,2,1,2,mix,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
438,7,LA,118,E,5,1,2,1,1,buffer,59,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
439,7,LA,118,E,30,1,2,1,2,mix,59,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
440,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
441,7,LA,118,E,0,1,2,1,1,buffer,58,11.6,3,3,10,10,70,6,Mountainous,Concrete Barrier,Bridge Deck
442,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
443,7,LA,118,E,0,1,1,0,2,mix,59,11.8,3,3,10,10,70,8,Flat,Concrete Barrier,Base & Surface
444,7,LA,118,E,23,1,2,1,1,buffer,59,11.8,3,3,10,10,70,8,Flat,Concrete Barrier,Base & Surface
445,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
446,7,LA,118,E,0,1,2,1,1,buffer,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
447,7,LA,118,E,15,1,2,1,1,buffer,71,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
448,7,LA,118,E,33,1,1,0,2,mix,59,11.8,10,10,10,10,70,8,Flat,Concrete Barrier,Base & Surface
449,7,LA,118,E,0,1,2,1,1,buffer,70,11.7,3,3,10,10,70,6,Rolling,Concrete Barrier,Concrete
450,7,LA,118,E,1,1,2,1,2,mix,59,11.8,3,3,10,10,70,8,Flat,Concrete Barrier,Base & Surface
451,7,LA,118,E,2,1,2,1,2,mix,59,11.8,4,4,10,10,70,8,Flat,Concrete Barrier,Concrete
452,7,LA,118,E,0,1,2,1,1,buffer,58,11.6,3,3,10,10,70,6,Mountainous,Concrete Barrier,Bridge Deck
453,7,LA,118,E,0,1,2,1,1,buffer,70,11.7,3,3,10,10,70,6,Rolling,Concrete Barrier,Concrete
454,7,LA,118,E,17,1,2,1,1,buffer,58,11.6,3,3,0,0,70,6,Rolling,Concrete Barrier,Concrete
